ECG_Rate_Mean,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_ApEn,HRV_SampEn,max GSR,min GSR,mean GSR,number of peaks,number of peaks SCIPY,number of valleys,mean time between peaks,median time between peaks,mean height of peaks,median height of peaks,variance height of peaks,ratio of peaks,ratio of valleys,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,labels
0.51568813,0.12736409,0.313733298,0.264930965,0.127198308,0.311085971,0.150416616,0.312218891,0.083791209,0.122557447,0.07270195,0.336199557,0.472792396,0.225112822,0.803325266,0.298199394,0.03605439,0.036958909,0.146255253,0.812555593,0.170622511,0.496936088,0.127198308,0.3234392,0.241243313,0.055065852,0.194775025,0.53710151,0.303941657,0.694006876,0.65148284,0.817084689,0.324152543,0.725682122,0.734078259,0.725869432,0.30144459,0.450459344,0.549540656,0.109996113,0.155148169,0.654084019,0.345915981,0.323052541,0.276728845,0.635042808,0.364957192,0.280825503,0.247325027,0.533166293,0.12410664,0.067750877,0.059408044,0.062865415,0.268002166,0.236809816,0.258366801,0.492334899,0.378067099,0.014277298,0.00811551,0.000610904,0.10671491,0.104536489,1.690221544,-1.281648398,-1.418881558,-0.053278265,-1.108888407,-0.214610774,1.738264419,0.50592064,0.329226707,0.060300194,0.78987567,0.676930956,0.629546838,1.426845386,1.495400184,-1.002435926,-1.746429995,0.670579728,0.548592545,0.676930956,0.629546838,1.426845386,1.495400184,0.774188366,-0.186021904,-0.092914812,2.53533395,0.3750676,-0.7014474,1.107376428,-0.029095667,-2.004206327,-0.614966478,0.548046744,-0.200355336,-0.130467145,-0.033524623,0.155218477,-0.807307674,-0.154868986,-0.076580017,0.819872335,-0.114758238,0.780922956,1.060835537,0.21343635,0.301581402,0.203083515,0.177995964,1
0.467098081,0.043952831,0.355906984,0.102285256,0.044035497,0.118364966,0.050788638,0.343703148,0.067307692,0.095073911,0.068523677,0.299532035,0.520438054,0.075126095,0.511010558,0.277252347,0.020028532,0.003975214,0.241106888,0.896790185,0.101514815,0.4115994,0.044035497,0.126800642,0.219017584,0.011469315,0.215218582,0.304319437,0.144760319,0.652339792,0.641101261,0.833540347,0.12878788,0.598712524,0.641560422,0.553622866,0.29973846,0.321550449,0.678449551,0.03252765,0.06232416,0.645306997,0.354693003,0.129675781,0.105734436,0.61618966,0.38381034,0.109945694,0.094781862,0.505026919,0.221545099,0.172199495,0.089017294,0.138215378,0.41959935,0.445398773,0.485943775,0.265216016,0.176208753,0.121209695,0.074224189,0.026754282,0.324906411,0.370808679,-0.021951217,-0.144412709,-0.175342863,0.313263508,0.035089088,-0.674294117,-0.078400953,0.025580155,-0.26789668,-1.192039089,-1.087412688,0.331874394,0.084406438,-0.579926743,-0.106810217,-0.403480307,-0.837965874,-0.300381823,-0.952533652,0.331874394,0.084406438,-0.579926743,-0.106810217,-0.769587147,0.693179457,1.195348257,0.597371433,0.875157734,-0.241644338,0.225982508,0.538906649,-0.083109792,-0.14119527,2.146258112,2.969648131,1.962575246,3.150898515,0.706035649,-1.021212202,-0.958949358,-0.622117393,-2.216461504,2.951329545,-2.097351841,0.028131115,1.855139134,0.710731117,1.535714657,1.408706589,0
0.441127896,0.122873039,0.378374098,0.217923354,0.123035662,0.241491653,0.136518685,0.38155922,0.123626374,0.162664093,0.115877437,0.379860902,0.543856963,0.180514999,0.398190045,0.483728713,0.041581281,0.012451212,0.207563231,0.876347806,0.120318577,0.517985104,0.123035662,0.254804903,0.298746062,0.043926329,0.152920611,0.502048194,0.200705536,0.508821181,0.487902279,0.632126654,0.096590908,0.391059851,0.480905294,0.301715038,0.220699518,0.375951726,0.624048274,0.098971036,0.158996547,0.898909043,0.101090957,0.298204126,0.165640894,0.831144977,0.168855023,0.258623046,0.162454243,0.538166166,0.24339813,0.091803224,0.021745066,0.082112215,0.415268002,0.504294479,0.550200803,0.161593685,0.124955549,0.090752922,0.112091474,0.005827368,0.429851354,0.556213018,0.221546009,-0.48994657,-0.153644491,-0.671715699,-0.655188062,-0.625526972,0.126812514,0.956916172,0.404817201,-0.31341344,0.369823409,0.244002904,-0.008170173,-0.468831423,-0.262967657,0.948235545,-0.692453053,-0.745554889,0.423462403,0.244002904,-0.008170173,-0.468831423,-0.262967657,-0.52090113,-0.510259169,-0.500486736,-0.275613882,-0.558924267,-0.685001889,-0.164774698,0.65666827,-0.262060105,-0.547367834,-0.174459048,-0.380671101,-0.253522174,-0.458548283,1.111282904,-1.443470105,-1.338271015,0.167446162,-0.171146245,-0.601564636,-0.689121814,-1.452979852,-1.689448993,1.803681477,-1.627178535,-0.452180797,0
0.361427995,0.089763864,0.461466529,0.180646815,0.089872607,0.185228591,0.092143726,0.435532234,0.093406593,0.114789996,0.081337047,0.440583559,0.731747773,0.185293337,0.637841461,0.278233324,0.0284206,0.007536181,0.172484285,0.850013832,0.146679354,0.462091252,0.089872607,0.220836042,0.25029638,0.030208278,0.187228617,0.444798464,0.207192192,0.746041519,0.741288231,0.928915056,0,0.693008323,0.705011222,0.685628051,0.235663027,0.536984244,0.463015756,0.084683339,0.102086818,1,0,0.275014428,0.119118445,0.952297665,0.047702335,0.237107831,0.113487798,0.719896136,0.256862351,0.190455586,0.05517546,0.132214303,0.519220357,0.509202454,0.555555556,0.387619505,0.305316612,0.185292833,0.130971084,0.05028049,0.354666917,0.376725838,-0.076206392,-0.023598327,1.016250881,1.62508529,1.62492287,-0.145064585,-0.109711336,-0.420297433,-0.264135589,0.20489012,-0.020019614,-0.528760786,0.035712762,-0.266013187,-0.197485156,1.262158393,-0.076889804,-1.490910332,0.478785298,-0.528760786,0.035712762,-0.266013187,-0.197485156,-1.142660851,-0.770462115,-0.614815574,-0.564939854,-0.706009601,1.154448899,-1.070394487,1.472116803,1.846182685,1.277110153,-0.4923412,-0.108300045,-0.173814622,-0.077077622,-1.074019121,-0.236833806,0.778149119,0.369709412,0.016003446,-0.09018603,-0.781141989,-0.269585682,0.753079403,-1.072418551,0.693472818,-0.348416169,1
0.410925704,0.029662327,0.409727269,0.093274141,0.029630508,0.101567604,0.03207961,0.388305847,0.074175824,0.097520444,0.06908078,0.264417347,0.484722943,0.082293602,0.59931665,0.039841462,0.010257451,0.000707456,0.066988387,0.665825881,0.333617997,0.318729756,0.029630508,0.117863326,0.171262044,0.008337278,0.27121983,0.261760108,0.170022344,0.795084328,0.760941298,0.893960064,0.288135593,0.695641125,0.709434399,0.68546863,0.362543193,0.542243716,0.457756284,0.030192698,0.033623567,0.60060211,0.39939789,0.116091647,0.102719273,0.596161173,0.403838827,0.098531325,0.087783976,0.843118888,0.351366391,0.055399855,0.045408651,0.050567181,0.179209529,0.371779141,0.40562249,0.38428176,0.238165381,0.012074155,0.004326311,0.000573661,0.071472205,0.16469428,0.78042254,-0.558753099,-0.691108074,-0.35437628,-0.669934892,-0.352430964,0.771393276,-0.813510986,-0.737086106,0.306307429,-0.267447658,-0.618994139,-0.513287916,0.020423648,-0.402225791,-0.637748133,-1.131162276,0.076924846,0.603078393,-0.618994139,-0.513287916,0.020423648,-0.402225791,0.111926692,0.196106981,0.194894083,1.054408585,0.330942,-0.879607102,0.130628104,-1.961956359,-0.604844126,-0.673939163,-0.619146744,-0.668392552,-0.649439589,-0.61461135,-1.785018212,0.725757198,1.740807888,0.446175558,-0.93043861,-0.620458777,-0.686523993,-1.176682675,-0.480632107,-0.72887378,-0.629241999,-0.745477895,1
0.495378704,0.046397454,0.330394867,0.161617493,0.046328608,0.18918413,0.055250192,0.325337331,0.14010989,0.196818569,0.12367688,0.323559437,0.576361832,0.151314043,0.645999807,0.126903837,0.010531027,0.006662274,0.201389597,0.86900432,0.123892109,0.322263948,0.046328608,0.204272055,0.141377645,0.017294328,0.318373395,0.362188452,0.30756277,0.342225847,0.328570056,0.631430709,0.166666668,0.576797273,0.625859764,0.524764473,0.514625585,0.483230051,0.516769949,0.042625862,0.056089932,0.735475478,0.264524522,0.218858457,0.159036188,0.719667128,0.280332872,0.184223221,0.136716818,0.803741842,0.26798666,0.078496003,0.063801577,0.070047849,0.127233351,0.390184049,0.425702811,0.248269643,0.213369548,0.041378892,0.018098942,0.003821291,0.053772536,0.181656805,-0.836662068,0.799685309,1.655739376,0.450766753,1.460511404,-0.101810248,-0.835561554,-1.086226028,-1.248504084,-0.141834234,-1.260036905,-0.771988065,-0.484030676,1.470014128,-0.35791776,-1.21786327,0.447687231,0.986757018,0.43209063,-0.771988065,-0.484030676,1.470014128,-0.35791776,1.345752705,-0.28172566,-0.482158306,-0.168818856,-0.3971304,-0.475799691,-0.81382323,-0.58223273,0.002973704,-0.270563914,-0.946441138,-0.433987717,1.511009149,-0.07655992,-0.287947608,-0.462212685,0.268677005,0.568539033,0.612903037,-0.453053093,1.569981004,0.963484335,-0.823265114,-0.707713486,-1.162065714,-0.813395148,0
0.548921706,0.041880633,0.284814395,0.174991578,0.041810143,0.214242404,0.053124935,0.28185907,0.208791209,0.304503771,0.198885794,0.338290926,0.542630078,0.100345102,0.635885123,0.05971423,0.005267665,0.001214649,0.176028118,0.854051533,0.14379539,0.233772705,0.041810143,0.22267578,0.114862243,0.017350243,0.372117846,0.362654686,0.380843607,0.531288538,0.505654999,0.712600659,0.074561403,0.573899913,0.619838092,0.527350345,0.380310279,0.426243456,0.573756544,0.036030812,0.053935717,0.594130732,0.405869268,0.214329104,0.198663978,0.584265643,0.415734357,0.179577443,0.168908533,0.678400702,0.216741193,0.142987504,0.059549893,0.116164778,0.410936654,0.357055215,0.389558233,0.493997915,0.303331657,0.101230241,0.092619298,0.012547715,0.174537537,0.167061144,1.194986125,-1.076022071,-0.622937123,1.893950195,0.02316612,-0.285429148,1.247049425,0.723273495,0.85111775,-0.086419362,0.576972469,1.252889944,1.501479848,0.597297913,1.320772611,0.649083983,-0.034201677,-0.631961217,0.65827519,1.252889944,1.501479848,0.597297913,1.320772611,-0.895421525,-0.439787538,-0.444421665,-0.224536734,-0.522152934,0.472421831,0.609442741,-0.048548942,-1.326341739,0.221534696,0.173751927,-0.074064429,-0.485695967,-0.282265113,0.504272825,-0.268218007,-0.421665553,0.857137496,0.251048874,-0.06914672,-0.051442453,0.366943699,0.852264157,0.442060069,1.957350704,2.367089935,0
0.643067113,0.018514063,0.211990702,0.186126581,0.01853367,0.245612853,0.028972653,0.179910045,0.258241758,0.419525844,0.215041783,0.17247746,0.324645479,0.103796124,0.655842427,0.025407353,0.000229947,0.000370961,0.336230075,0.932208974,0.066167999,0.022361507,0.01853367,0.239271925,0.04318045,0.011759289,0.63020009,0.307746928,0.658309066,0.360312327,0.363197,0.648079472,0.163461539,0.632881276,0.667011188,0.596724367,0.457225882,0.47992931,0.52007069,0.018212224,0.023522098,0.672712524,0.327287476,0.243955492,0.199711942,0.664007781,0.335992219,0.202065829,0.166911096,0.493135448,0.107936865,0.090004476,0.058931463,0.080023875,0.395776936,0.696932515,0.819277108,0.373733707,0.265608331,0.042379731,0.020548543,0.005085141,0.257553686,0.526627219,-1.662141288,2.137172077,0.312606376,-1.984190384,-0.145010495,0.439293023,-1.68690439,-2.173200767,-0.858710658,2.840053489,-0.307726642,-2.296671671,-2.126319678,-0.679599662,-1.915113565,0.921679509,1.03428427,-0.920733793,0.48286571,-2.296671671,-2.126319678,-0.679599662,-1.915113565,1.730788562,-0.293236453,-0.485764279,-0.881028796,-0.492735867,2.528110702,-1.62610755,-0.585533483,0.768660321,-0.608091352,-1.824993488,-0.957719275,1.308024775,-0.603036653,-0.197053313,-0.230174907,0.429806246,0.510798116,0.873407593,-0.97721146,1.223525073,-0.232188702,0.452204351,-1.601789168,-0.298186978,-1.008697406,0
0.460276499,0.152803406,0.364858494,0.271574514,0.152663046,0.303793291,0.171652834,0.365442279,0.178571429,0.238147737,0.164623955,0.336967134,0.509522149,0.275816299,0.571819425,0.086551168,0.028657229,0.014234146,0.051807381,0.592849865,0.391351496,0.463299314,0.152663046,0.322112548,0.295215028,0.064120058,0.155124283,0.560876449,0.253471531,0.533505804,0.500704721,0.69933886,0.177083333,0.827611032,0.805730763,0.855140114,0.489079563,0.610568912,0.389431088,0.14975215,0.161931897,0.974285443,0.025714557,0.387279963,0.192208928,0.93109146,0.06890854,0.340810352,0.183101236,0.620693879,0.140763156,0.156584173,0,0.107027304,0.405522469,0.575460123,0.583668005,0.371980903,0.325958603,0.191672127,0.215710208,0.03596874,0.199599016,0.287968442,-1.674829739,1.689898571,1.973459141,-0.028557333,1.791216911,3.161771863,-1.522631238,0.049840347,-0.913718239,-1.187847979,-0.983838158,0.120699308,-0.745201987,-1.725878921,-0.83243685,0.554201806,0.635813679,0.078575548,0.60119367,0.120699308,-0.745201987,-1.725878921,-0.83243685,-0.791068807,-0.559047221,-0.502324069,-0.322955576,-0.580987067,-0.243478038,-1.072927819,0.707311626,0.598747129,-0.542414019,-0.067627491,-0.05327927,-0.565845909,-0.165903284,0.220094266,-0.663994119,0.027661109,0.696010305,1.546983065,-0.188260278,1.075485748,0.617599716,-0.168161108,1.404684235,0.132206914,0.813897253,0
0.397175369,0.05037445,0.423710632,0.087752287,0.05033969,0.094064667,0.053532428,0.399550225,0.052197802,0.067792552,0.045682451,0.238215058,0.529486512,0.113352801,0.746606335,0.282720934,0.038902907,0.006743947,0.128363141,0.801685477,0.195837938,0.508145019,0.05033969,0.104092105,0.286945577,0.010959535,0.160449619,0.298111757,0.092888892,0.744805196,0.732997178,0.885004044,0.074561403,0.746399496,0.750922419,0.744966093,0.402742206,0.390115013,0.609884987,0.041216809,0.066503996,0.87584326,0.12415674,0.129269842,0.060114751,0.816302996,0.183697004,0.111301908,0.060312243,0.906380113,0.336126739,0.044835842,0.042621172,0.044822083,0.245262588,0.077791411,0.127443106,0.575532575,0.458053856,0.002835542,0.001475439,3.36E-05,0.114233354,0.059566075,0.419166946,-0.515519579,-0.882437683,-0.481514749,-0.80767656,-0.368121263,0.405463576,0.337220994,-0.121078654,-0.621661568,-0.165311663,1.542608809,0.886118632,-0.308623995,0.964670125,0.950363217,-0.380457458,-0.578613094,0.473582142,1.542608809,0.886118632,-0.308623995,0.964670125,-0.346491845,-0.270655622,-0.525029902,-1.007893536,-0.507444401,-1.354671267,2.130700952,1.385476332,0.915923576,2.813971255,0.709868847,-0.139558125,-0.748802167,-0.315593051,1.968352343,1.307777378,-1.852401558,0.40245903,-1.030872942,-0.03570599,-0.411849371,-0.505068137,-1.552613129,0.12391532,-0.882922934,-0.640926695,1
